#decoys scores
complex.7624.pdb 5.1716
complex.7625.pdb 0.8509
complex.7626.pdb -2.9291
complex.7627.pdb -0.9469
complex.7628.pdb 3.8028
complex.7629.pdb 3.0446
complex.7630.pdb -2.5143
complex.7631.pdb -1.9950
complex.7632.pdb 3.8520
complex.7633.pdb -1.8913
complex.7634.pdb 0.8862
complex.7635.pdb -3.6162
complex.7636.pdb -2.5489
complex.7637.pdb -1.5086
complex.7638.pdb 1.0320
complex.7639.pdb -1.9408
complex.7640.pdb -2.0401
complex.7641.pdb -2.4168
complex.7642.pdb 6.1316
complex.7643.pdb -3.2746
complex.7644.pdb 2.4589
complex.7645.pdb 3.4269
complex.7646.pdb -0.7857
complex.7647.pdb 0.2865
complex.7648.pdb -0.1064
complex.7649.pdb 4.6111
complex.7650.pdb -3.1742
complex.7651.pdb 0.2066
complex.7652.pdb -2.0191
complex.7653.pdb 0.5735
complex.7654.pdb -3.1411
complex.7655.pdb 2.2360
complex.7656.pdb 0.0652
complex.7657.pdb -0.5408
complex.7658.pdb 0.4691
complex.7659.pdb -1.6930
complex.7660.pdb -3.9237
complex.7661.pdb 1.8782
complex.7662.pdb 1.5485
complex.7663.pdb -5.9178
complex.7664.pdb -4.2085
complex.7665.pdb -1.5788
complex.7666.pdb 5.2702
complex.7667.pdb 0.2533
complex.7668.pdb -0.9797
complex.7669.pdb -2.3816
complex.7670.pdb -1.6469
complex.7671.pdb 1.4132
complex.7672.pdb -1.0970
complex.7673.pdb -1.3196
complex.7674.pdb -1.4220
complex.7675.pdb 0.8273
complex.7676.pdb -2.2946
complex.7677.pdb -1.7392
complex.7678.pdb -0.5196
complex.7679.pdb 6.6502
complex.7680.pdb 6.5903
complex.7681.pdb -0.8399
complex.7682.pdb 0.3397
complex.7683.pdb 0.1198
complex.7684.pdb -0.3658
complex.7685.pdb 0.1235
complex.7686.pdb 2.2609
complex.7687.pdb 1.0012
complex.7688.pdb -1.6044
complex.7689.pdb -2.9381
complex.7690.pdb -0.8721
complex.7691.pdb -4.3658
complex.7692.pdb 1.5430
complex.7693.pdb -0.8361
complex.7694.pdb 0.1267
complex.7695.pdb -2.9458
complex.7696.pdb 4.4319
complex.7697.pdb -1.5734
complex.7698.pdb -4.2484
complex.7699.pdb -2.4708
complex.7700.pdb -2.2236
complex.7701.pdb -2.1927
complex.7702.pdb -0.6992
complex.7703.pdb 2.0491
complex.7704.pdb 0.8128
complex.7705.pdb -5.7705
complex.7706.pdb -5.1115
complex.7707.pdb 3.0580
complex.7708.pdb -3.3211
complex.7709.pdb 3.0194
complex.7710.pdb 3.4780
complex.7711.pdb 1.9461
complex.7712.pdb -6.2623
complex.7713.pdb -3.1853
complex.7714.pdb -1.6415
complex.7715.pdb -5.3355
complex.7716.pdb -0.4468
complex.7717.pdb -0.5630
complex.7718.pdb -1.4902
complex.7719.pdb -3.7446
complex.7720.pdb -2.0210
complex.7721.pdb -2.0568
complex.7722.pdb -1.6964
complex.7723.pdb 7.0082
complex.7724.pdb -3.1664
complex.7725.pdb -2.0782
complex.7726.pdb -3.1125
complex.7727.pdb 0.0999
complex.7728.pdb -1.9336
complex.7729.pdb 4.7551
complex.7730.pdb -0.8963
complex.7731.pdb 2.5671
complex.7732.pdb -2.1981
complex.7733.pdb -3.5097
complex.7734.pdb -2.8680
complex.7735.pdb -2.3419
complex.7736.pdb 3.3970
complex.7737.pdb 6.7623
complex.7738.pdb 0.7358
complex.7739.pdb 3.2642
complex.7740.pdb -4.0704
complex.7741.pdb -0.0275
complex.7742.pdb -3.4033
complex.7743.pdb 5.2085
complex.7744.pdb 2.3433
complex.7745.pdb -4.6593
complex.7746.pdb -1.7909
complex.7747.pdb -0.8522
complex.7748.pdb 7.4230
complex.7749.pdb -1.3648
complex.7750.pdb -4.2766
complex.7751.pdb -0.8983
complex.7752.pdb -3.2487
complex.7753.pdb -6.0880
complex.7754.pdb -4.3298
complex.7755.pdb -7.4163
complex.7756.pdb 3.8974
complex.7757.pdb -2.9254
complex.7758.pdb -4.2673
complex.7759.pdb -2.1016
complex.7760.pdb -2.2527
complex.7761.pdb 1.9255
complex.7762.pdb 3.4509
complex.7763.pdb 2.1300
complex.7764.pdb -0.5885
complex.7765.pdb 3.1582
complex.7766.pdb -2.8479
complex.7767.pdb 0.1341
complex.7768.pdb -2.2803
complex.7769.pdb -2.2996
complex.7770.pdb -5.2933
complex.7771.pdb 6.4511
complex.7772.pdb 2.8195
complex.7773.pdb -1.8963
complex.7774.pdb -2.4522
complex.7775.pdb -2.9704
complex.7776.pdb 0.0983
complex.7777.pdb 0.5272
complex.7778.pdb -1.2682
complex.7779.pdb 0.4439
complex.7780.pdb 2.8955
complex.7781.pdb -2.6072
complex.7782.pdb 1.1971
complex.7783.pdb 3.1870
complex.7784.pdb -1.1689
complex.7785.pdb -4.5854
complex.7786.pdb 2.9145
complex.7787.pdb -3.0555
complex.7788.pdb 0.0062
complex.7789.pdb 1.3203
complex.7790.pdb 1.8699
complex.7791.pdb 6.4882
complex.7792.pdb -3.3723
complex.7793.pdb -3.1410
complex.7794.pdb -1.3734
complex.7795.pdb -0.8103
complex.7796.pdb -7.3688
complex.7797.pdb -2.5720
complex.7798.pdb 0.1943
complex.7799.pdb 3.3018
complex.7800.pdb -5.9484
complex.7801.pdb -6.7193
complex.7802.pdb -1.9249
complex.7803.pdb -5.9200
complex.7804.pdb -2.1646
complex.7805.pdb -1.0948
complex.7806.pdb -2.4944
complex.7807.pdb -2.9564
complex.7808.pdb -4.3501
complex.7809.pdb -5.6274
complex.7810.pdb -1.5861
complex.7811.pdb 5.5488
complex.7812.pdb -2.9038
complex.7813.pdb -3.0404
complex.7814.pdb -3.2641
complex.7815.pdb 4.9469
complex.7816.pdb 2.0707
complex.7817.pdb 6.1747
complex.7818.pdb -2.3490
complex.7819.pdb -1.5194
complex.7820.pdb -0.5656
complex.7821.pdb -4.4534
complex.7822.pdb 0.5102
complex.7823.pdb -2.0791
complex.7824.pdb 1.4308
complex.7825.pdb -0.0030
complex.7826.pdb 1.7566
complex.7827.pdb -0.8150
complex.7828.pdb -0.5357
complex.7829.pdb -0.8067
complex.7830.pdb -1.1892
complex.7831.pdb -5.9024
complex.7832.pdb 1.3819
complex.7833.pdb -3.5735
complex.7834.pdb -3.1124
complex.7835.pdb 1.5514
complex.7836.pdb -3.3084
complex.7837.pdb -2.9044
complex.7838.pdb -1.0172
complex.7839.pdb -0.9544
complex.7840.pdb -2.1638
complex.7841.pdb -5.5374
complex.7842.pdb -1.8480
complex.7843.pdb -1.9441
complex.7844.pdb -0.5174
complex.7845.pdb -2.3950
complex.7846.pdb -1.1546
complex.7847.pdb 6.7161
complex.7848.pdb -4.6770
complex.7849.pdb -3.2689
complex.7850.pdb -3.6980
complex.7851.pdb 4.2740
complex.7852.pdb -3.9771
complex.7853.pdb 2.9903
complex.7854.pdb -0.5681
complex.7855.pdb 0.7788
complex.7856.pdb -0.4085
complex.7857.pdb 2.0072
complex.7858.pdb 3.0731
complex.7859.pdb -3.1771
complex.7860.pdb -2.0289
complex.7861.pdb -3.0051
complex.7862.pdb -5.1635
complex.7863.pdb -4.8915
complex.7864.pdb -1.6227
complex.7865.pdb -0.4041
complex.7866.pdb -3.7238
complex.7867.pdb -1.8169
complex.7868.pdb 3.9670
complex.7869.pdb -2.6527
complex.7870.pdb 1.1857
complex.7871.pdb -3.6691
complex.7872.pdb -2.2532
complex.7873.pdb -0.7260
complex.7874.pdb -0.2566
complex.7875.pdb 1.1727
complex.7876.pdb -3.7568
complex.7877.pdb -3.1009
complex.7878.pdb 4.1495
complex.7879.pdb -1.4322
complex.7880.pdb 1.1665
complex.7881.pdb -6.8924
complex.7882.pdb -0.0073
complex.7883.pdb -1.0637
complex.7884.pdb -1.8197
complex.7885.pdb -1.4974
complex.7886.pdb 3.0242
complex.7887.pdb -2.1622
complex.7888.pdb 2.3866
complex.7889.pdb 4.9105
complex.7890.pdb 4.6430
complex.7891.pdb 1.4471
complex.7892.pdb -1.5420
complex.7893.pdb -1.9054
complex.7894.pdb -2.2348
complex.7895.pdb -1.9208
complex.7896.pdb -0.1215
complex.7897.pdb 1.0381
complex.7898.pdb 0.9663
complex.7899.pdb -3.0736
complex.7900.pdb -1.9386
complex.7901.pdb 2.8022
complex.7902.pdb 2.1040
complex.7903.pdb 6.1822
complex.7904.pdb -2.8660
complex.7905.pdb 0.8830
complex.7906.pdb -1.3485
complex.7907.pdb 7.1336
complex.7908.pdb 1.1527
complex.7909.pdb 5.9618
complex.7910.pdb -1.6033
complex.7911.pdb -2.2564
complex.7912.pdb -3.8703
complex.7913.pdb 6.8879
complex.7914.pdb 0.0796
complex.7915.pdb -6.6598
complex.7916.pdb 0.6568
complex.7917.pdb 1.7248
complex.7918.pdb -0.6436
complex.7919.pdb -2.6356
complex.7920.pdb -5.8350
complex.7921.pdb -2.0810
complex.7922.pdb 1.6515
complex.7923.pdb 1.4943
complex.7924.pdb -2.7783
complex.7925.pdb -0.5141
complex.7926.pdb 3.9771
complex.7927.pdb 2.6508
complex.7928.pdb 2.6296
complex.7929.pdb -1.1671
complex.7930.pdb -3.0034
complex.7931.pdb -4.0840
complex.7932.pdb -2.2854
complex.7933.pdb 1.7830
complex.7934.pdb -3.2256
complex.7935.pdb -1.7307
complex.7936.pdb -2.1741
complex.7937.pdb -2.2222
complex.7938.pdb -4.8377
complex.7939.pdb 0.3953
complex.7940.pdb -2.4033
complex.7941.pdb -2.7146
complex.7942.pdb -4.0936
complex.7943.pdb -2.3635
complex.7944.pdb -3.8420
complex.7945.pdb 5.1142
complex.7946.pdb 2.5886
complex.7947.pdb -1.8491
complex.7948.pdb 1.2504
complex.7949.pdb 0.3692
complex.7950.pdb -1.1930
complex.7951.pdb -0.3394
complex.7952.pdb -3.6513
complex.7953.pdb 2.6864
complex.7954.pdb -1.0672
complex.7955.pdb -1.1052
complex.7956.pdb 4.6959
complex.7957.pdb -0.1709
complex.7958.pdb -2.7803
complex.7959.pdb -2.1579
complex.7960.pdb 3.8713
complex.7961.pdb 0.6069
complex.7962.pdb 4.9809
complex.7963.pdb -1.7803
complex.7964.pdb -0.6512
complex.7965.pdb -0.6612
complex.7966.pdb 0.6112
complex.7967.pdb 0.5542
complex.7968.pdb 0.8377
complex.7969.pdb 5.0121
complex.7970.pdb 1.1649
complex.7971.pdb -0.0805
complex.7972.pdb -1.6514
complex.7973.pdb -3.1802
complex.7974.pdb -1.7383
complex.7975.pdb 1.0367
complex.7976.pdb -1.5621
complex.7977.pdb -1.4938
complex.7978.pdb -2.4762
complex.7979.pdb -2.6796
complex.7980.pdb -3.6874
complex.7981.pdb -3.8703
complex.7982.pdb -1.5614
complex.7983.pdb -1.5308
complex.7984.pdb 0.2815
complex.7985.pdb 1.6748
complex.7986.pdb 3.5511
complex.7987.pdb -3.4756
complex.7988.pdb 4.9798
complex.7989.pdb -0.6959
complex.7990.pdb -0.4401
complex.7991.pdb 1.2948
complex.7992.pdb 3.0696
complex.7993.pdb 0.1812
complex.7994.pdb -0.1626
complex.7995.pdb 1.0221
complex.7996.pdb -1.5340
complex.7997.pdb 1.8370
complex.7998.pdb -1.4088
complex.7999.pdb 0.1484
complex.8000.pdb -2.6858
complex.8001.pdb -2.6869
complex.8002.pdb -4.4978
complex.8003.pdb 1.4953
complex.8004.pdb -4.1628
complex.8005.pdb -4.3347
complex.8006.pdb 0.4509
complex.8007.pdb 2.3639
complex.8008.pdb -1.8337
complex.8009.pdb -3.2921
complex.8010.pdb 1.9107
complex.8011.pdb 5.4978
complex.8012.pdb -3.3079
complex.8013.pdb -1.6322
complex.8014.pdb -1.8381
complex.8015.pdb -2.1671
complex.8016.pdb -3.5969
complex.8017.pdb -2.8566
complex.8018.pdb -4.8683
complex.8019.pdb -4.4448
complex.8020.pdb -0.6125
complex.8021.pdb -0.6258
complex.8022.pdb -3.5425
complex.8023.pdb 2.6790
complex.8024.pdb 1.6333
complex.8025.pdb 6.4799
complex.8026.pdb 1.6242
complex.8027.pdb -0.1755
complex.8028.pdb 3.7570
complex.8029.pdb 0.3555
complex.8030.pdb 3.5580
complex.8031.pdb 2.8446
complex.8032.pdb -1.7362
complex.8033.pdb -0.2984
complex.8034.pdb -0.5590
complex.8035.pdb -3.6367
complex.8036.pdb 3.5887
complex.8037.pdb 0.5906
complex.8038.pdb -4.7796
complex.8039.pdb -4.5389
complex.8040.pdb 5.8998
complex.8041.pdb -1.5865
complex.8042.pdb -0.1274
complex.8043.pdb -7.1172
complex.8044.pdb -4.3895
complex.8045.pdb -1.9886
complex.8046.pdb -0.4950
complex.8047.pdb -3.9545
complex.8048.pdb -4.7268
complex.8049.pdb -3.9492
complex.8050.pdb 4.6767
complex.8051.pdb -1.8583
complex.8052.pdb -3.7008
complex.8053.pdb 1.6922
complex.8054.pdb 0.9045
complex.8055.pdb -4.4305
complex.8056.pdb -6.0208
complex.8057.pdb -0.8103
complex.8058.pdb -3.0128
complex.8059.pdb -0.4037
complex.8060.pdb 1.1597
complex.8061.pdb -1.8329
complex.8062.pdb -6.0056
complex.8063.pdb 6.2864
complex.8064.pdb -1.1946
complex.8065.pdb -0.6146
complex.8066.pdb 1.9364
complex.8067.pdb -0.6352
complex.8068.pdb 2.9051
complex.8069.pdb -0.5024
complex.8070.pdb 3.7079
complex.8071.pdb 0.3401
complex.8072.pdb -4.8738
complex.8073.pdb -1.2529
complex.8074.pdb -1.8810
complex.8075.pdb -5.2462
complex.8076.pdb -0.3832
complex.8077.pdb 1.0974
complex.8078.pdb 1.3225
complex.8079.pdb -2.0623
complex.8080.pdb 1.6909
complex.8081.pdb -2.2279
complex.8082.pdb -2.7427
complex.8083.pdb -2.6430
complex.8084.pdb 0.5618
complex.8085.pdb -2.7857
complex.8086.pdb -1.5355
complex.8087.pdb -3.8120
complex.8088.pdb -1.9057
complex.8089.pdb 1.4153
complex.8090.pdb -1.9568
complex.8091.pdb -3.7228
complex.8092.pdb -3.4375
complex.8093.pdb -1.5399
complex.8094.pdb 0.2173
complex.8095.pdb -2.1631
complex.8096.pdb -3.0827
complex.8097.pdb -1.5526
complex.8098.pdb 1.5585
complex.8099.pdb -3.0052
complex.8100.pdb -6.7977
complex.8101.pdb 1.1951
complex.8102.pdb -1.0042
complex.8103.pdb 1.6905
complex.8104.pdb -3.6765
complex.8105.pdb -0.3956
complex.8106.pdb -4.2688
complex.8107.pdb 0.5977
complex.8108.pdb -0.4173
complex.8109.pdb 2.7562
complex.8110.pdb -0.3978
complex.8111.pdb -3.2717
complex.8112.pdb -0.6812
complex.8113.pdb 4.8659
complex.8114.pdb -1.5486
complex.8115.pdb 3.5891
complex.8116.pdb 0.3344
complex.8117.pdb -2.1191
complex.8118.pdb -4.7611
complex.8119.pdb -0.5418
complex.8120.pdb -1.7546
complex.8121.pdb 0.8150
complex.8122.pdb -0.5838
complex.8123.pdb 2.2084
complex.8124.pdb 2.3662
complex.8125.pdb 3.0155
complex.8126.pdb -3.0580
complex.8127.pdb -3.5371
complex.8128.pdb 3.1354
complex.8129.pdb -0.4023
complex.8130.pdb -5.7394
complex.8131.pdb -2.0461
complex.8132.pdb 2.3939
complex.8133.pdb 4.4263
complex.8134.pdb -0.1857
complex.8135.pdb 2.1227
complex.8136.pdb -1.2546
complex.8137.pdb 1.9804
complex.8138.pdb 4.1627
complex.8139.pdb 2.5602
complex.8140.pdb -2.1307
complex.8141.pdb 6.9109
complex.8142.pdb -1.4966
complex.8143.pdb -2.5069
complex.8144.pdb 0.6326
complex.8145.pdb 1.0248
complex.8146.pdb -3.4058
complex.8147.pdb -2.0504
complex.8148.pdb -0.7022
complex.8149.pdb -2.2277
complex.8150.pdb 1.3311
complex.8151.pdb 0.2535
complex.8152.pdb -1.7256
complex.8153.pdb -3.3040
complex.8154.pdb -1.2205
complex.8155.pdb -1.7863
complex.8156.pdb -0.7206
complex.8157.pdb 3.5734
complex.8158.pdb -3.8499
complex.8159.pdb -1.0960
complex.8160.pdb -3.3879
complex.8161.pdb 3.9295
complex.8162.pdb -1.4119
complex.8163.pdb -2.4853
complex.8164.pdb -1.2511
complex.8165.pdb 0.3889
complex.8166.pdb 1.6594
complex.8167.pdb -3.6358
complex.8168.pdb 1.5572
complex.8169.pdb -2.3816
complex.8170.pdb -0.7660
complex.8171.pdb -2.6198
complex.8172.pdb 0.1284
complex.8173.pdb -0.4483
complex.8174.pdb -2.1526
complex.8175.pdb -6.9146
complex.8176.pdb -1.1474
complex.8177.pdb -0.9418
complex.8178.pdb -7.0061
complex.8179.pdb -0.8427
complex.8180.pdb -1.8521
complex.8181.pdb 6.6950
complex.8182.pdb -1.9812
complex.8183.pdb 4.8101
complex.8184.pdb -2.5755
complex.8185.pdb 2.9693
complex.8186.pdb -5.1261
complex.8187.pdb -4.3243
complex.8188.pdb -3.6475
complex.8189.pdb -2.4281
complex.8190.pdb 2.8012
complex.8191.pdb 3.3971
complex.8192.pdb -1.5885
complex.8193.pdb -6.2288
complex.8194.pdb -0.6431
complex.8195.pdb -3.8255
complex.8196.pdb 3.5978
complex.8197.pdb -0.4109
complex.8198.pdb -3.4946
complex.8199.pdb -3.4059
complex.8200.pdb -2.5011
complex.8201.pdb -2.6465
complex.8202.pdb 0.9656
complex.8203.pdb -4.1300
complex.8204.pdb -2.8669
complex.8205.pdb 1.4394
complex.8206.pdb 4.7226
complex.8207.pdb -0.5602
complex.8208.pdb 1.2719
complex.8209.pdb -0.8101
complex.8210.pdb -0.9428
complex.8211.pdb -4.3831
complex.8212.pdb -0.8676
complex.8213.pdb 7.3259
complex.8214.pdb 2.8219
complex.8215.pdb -2.9744
complex.8216.pdb -1.4179
complex.8217.pdb -1.4199
complex.8218.pdb -1.7929
complex.8219.pdb -1.6649
complex.8220.pdb 0.2979
complex.8221.pdb 0.4393
complex.8222.pdb 0.8562
complex.8223.pdb -5.9591
complex.8224.pdb -2.6781
complex.8225.pdb -0.6278
complex.8226.pdb -2.3401
complex.8227.pdb -0.7616
complex.8228.pdb -3.6036
complex.8229.pdb 1.5726
complex.8230.pdb -0.4694
complex.8231.pdb -5.1777
complex.8232.pdb -1.3072
complex.8233.pdb -2.9829
complex.8234.pdb -2.3426
complex.8235.pdb 0.6800
complex.8236.pdb -4.9160
complex.8237.pdb -1.1580
complex.8238.pdb 2.0616
complex.8239.pdb 2.5462
complex.8240.pdb 3.6536
complex.8241.pdb -0.6145
complex.8242.pdb -0.8027
complex.8243.pdb 5.2192
complex.8244.pdb -3.6971
complex.8245.pdb -0.0089
complex.8246.pdb -2.1250
complex.8247.pdb -3.4844
complex.8248.pdb -1.7550
complex.8249.pdb -2.0144
complex.8250.pdb -2.4245
complex.8251.pdb -3.8291
complex.8252.pdb -2.7643
complex.8253.pdb -0.3615
complex.8254.pdb 1.3702
complex.8255.pdb 3.9881
complex.8256.pdb -3.0329
complex.8257.pdb -2.4539
complex.8258.pdb -3.1492
complex.8259.pdb -3.6059
complex.8260.pdb -4.5840
complex.8261.pdb 1.4421
complex.8262.pdb -0.9337
complex.8263.pdb -3.8342
complex.8264.pdb -1.5387
complex.8265.pdb -1.5330
complex.8266.pdb -1.4758
complex.8267.pdb 3.1591
complex.8268.pdb -1.4616
complex.8269.pdb 0.4798
complex.8270.pdb -1.1434
complex.8271.pdb -3.0931
complex.8272.pdb -0.4342
complex.8273.pdb 5.6537
complex.8274.pdb 0.0487
complex.8275.pdb 2.4799
complex.8276.pdb 3.4997
complex.8277.pdb 0.5540
complex.8278.pdb -3.2423
complex.8279.pdb 2.8866
complex.8280.pdb 3.3520
complex.8281.pdb -2.2717
complex.8282.pdb 0.0691
complex.8283.pdb 0.3041
complex.8284.pdb 0.6753
complex.8285.pdb -6.5837
complex.8286.pdb -1.8314
complex.8287.pdb -0.9646
complex.8288.pdb -1.8042
complex.8289.pdb -4.1678
complex.8290.pdb 1.8621
complex.8291.pdb -2.8612
complex.8292.pdb 3.1403
complex.8293.pdb -4.4008
complex.8294.pdb 5.7827
complex.8295.pdb 6.6696
complex.8296.pdb -3.7090
complex.8297.pdb -1.2706
complex.8298.pdb 5.1719
complex.8299.pdb 6.4478
complex.8300.pdb -4.3978
complex.8301.pdb 3.6179
complex.8302.pdb -1.5991
complex.8303.pdb -1.1975
complex.8304.pdb 2.2760
complex.8305.pdb 6.6782
complex.8306.pdb -0.0447
complex.8307.pdb 0.3269
complex.8308.pdb -0.6088
complex.8309.pdb -1.7682
complex.8310.pdb 0.6621
complex.8311.pdb 0.5698
complex.8312.pdb -2.1770
complex.8313.pdb 1.9498
complex.8314.pdb -1.3596
complex.8315.pdb -3.0127
complex.8316.pdb -0.6659
complex.8317.pdb -3.7403
complex.8318.pdb 1.9289
complex.8319.pdb -0.3976
complex.8320.pdb 0.1821
complex.8321.pdb -1.6172
complex.8322.pdb 0.3086
complex.8323.pdb -0.9678
complex.8324.pdb -0.0183
complex.8325.pdb -3.3075
complex.8326.pdb -1.5611
complex.8327.pdb -4.7448
complex.8328.pdb -1.3929
complex.8329.pdb 0.9882
complex.8330.pdb -5.2838
complex.8331.pdb -3.1100
complex.8332.pdb -3.2311
complex.8333.pdb -0.6967
complex.8334.pdb -2.4433
complex.8335.pdb 5.3329
complex.8336.pdb -0.7653
complex.8337.pdb -0.4011
complex.8338.pdb -0.9866
complex.8339.pdb -4.4122
complex.8340.pdb 2.3375
complex.8341.pdb -1.6324
complex.8342.pdb -0.5165
complex.8343.pdb -3.8215
complex.8344.pdb -1.5285
complex.8345.pdb 4.7176
complex.8346.pdb -3.8214
complex.8347.pdb -0.8660
complex.8348.pdb -1.5824
complex.8349.pdb -1.6928
complex.8350.pdb -3.6953
complex.8351.pdb 4.6300
complex.8352.pdb -1.5482
complex.8353.pdb 5.5095
complex.8354.pdb -4.8304
complex.8355.pdb 4.4155
complex.8356.pdb 5.2343
complex.8357.pdb -0.7982
complex.8358.pdb -0.2106
complex.8359.pdb -4.2340
complex.8360.pdb -3.2010
complex.8361.pdb -3.6397
complex.8362.pdb 1.3351
complex.8363.pdb -6.3108
complex.8364.pdb -1.0454
complex.8365.pdb -4.4765
complex.8366.pdb 1.1362
complex.8367.pdb 3.9295
complex.8368.pdb -2.1814
complex.8369.pdb -0.9846
complex.8370.pdb -0.1133
complex.8371.pdb -1.0018
complex.8372.pdb 0.8686
complex.8373.pdb -1.8107
complex.8374.pdb 5.6145
complex.8375.pdb 3.8887
complex.8376.pdb -5.2841
complex.8377.pdb -6.3739
complex.8378.pdb 0.6340
complex.8379.pdb -0.7909
complex.8380.pdb 4.1047
complex.8381.pdb 1.2127
complex.8382.pdb -0.1825
complex.8383.pdb -0.6406
complex.8384.pdb -4.1764
complex.8385.pdb 1.1778
complex.8386.pdb -2.4318
complex.8387.pdb -6.0060
complex.8388.pdb -2.4215
complex.8389.pdb 0.1106
complex.8390.pdb -0.1871
complex.8391.pdb 5.0359
complex.8392.pdb 0.1477
complex.8393.pdb -2.7376
complex.8394.pdb -0.2965
complex.8395.pdb -1.6960
complex.8396.pdb -0.6824
complex.8397.pdb -2.4530
complex.8398.pdb 2.5501
complex.8399.pdb 3.7120
complex.8400.pdb -3.1308
complex.8401.pdb 3.2386
complex.8402.pdb 3.4098
complex.8403.pdb 0.8580
complex.8404.pdb -1.5026
complex.8405.pdb 5.5853
complex.8406.pdb -4.0477
complex.8407.pdb -2.1546
complex.8408.pdb -4.0102
complex.8409.pdb -3.3221
complex.8410.pdb -1.4394
complex.8411.pdb 3.9191
complex.8412.pdb -4.5549
complex.8413.pdb 3.7448
complex.8414.pdb -2.0591
complex.8415.pdb -1.4693
complex.8416.pdb 1.5933
complex.8417.pdb -5.6903
complex.8418.pdb -0.2613
complex.8419.pdb -2.9001
complex.8420.pdb -3.8875
complex.8421.pdb -1.3025
complex.8422.pdb 0.1424
complex.8423.pdb -0.4283
complex.8424.pdb 1.1538
complex.8425.pdb -4.6752
complex.8426.pdb -0.2531
complex.8427.pdb -4.4019
complex.8428.pdb 3.7269
complex.8429.pdb -4.3696
complex.8430.pdb -0.7752
complex.8431.pdb -3.6134
complex.8432.pdb 2.6139
complex.8433.pdb -3.2971
complex.8434.pdb -4.9078
complex.8435.pdb -4.6155
complex.8436.pdb -1.5040
complex.8437.pdb -2.3352
complex.8438.pdb -1.0247
complex.8439.pdb -1.4579
complex.8440.pdb 5.0258
complex.8441.pdb -2.2301
complex.8442.pdb 3.5441
complex.8443.pdb 4.6229
complex.8444.pdb 0.8355
complex.8445.pdb -5.6584
complex.8446.pdb -2.4695
complex.8447.pdb 2.0252
complex.8448.pdb 4.1726
complex.8449.pdb -3.8091
complex.8450.pdb -3.9777
complex.8451.pdb 4.0522
complex.8452.pdb 1.8996
complex.8453.pdb 0.0134
complex.8454.pdb -2.8312
complex.8455.pdb 6.0635
complex.8456.pdb 0.4899
complex.8457.pdb 5.1623
complex.8458.pdb -4.2414
complex.8459.pdb -4.3487
complex.8460.pdb 1.3786
complex.8461.pdb 1.8927
complex.8462.pdb 1.0483
complex.8463.pdb -3.2881
complex.8464.pdb 1.8247
complex.8465.pdb -0.2318
complex.8466.pdb 2.4156
complex.8467.pdb -4.5174
complex.8468.pdb -2.0455
complex.8469.pdb -1.2078
complex.8470.pdb -2.7829
complex.8471.pdb 0.5254
complex.8472.pdb 7.1992
complex.8473.pdb -3.4860
complex.8474.pdb -3.3359
complex.8475.pdb -1.0135
complex.8476.pdb 0.5297
complex.8477.pdb -2.5958
complex.8478.pdb -4.0280
complex.8479.pdb 1.7528
complex.8480.pdb 0.0824
complex.8481.pdb -5.0061
complex.8482.pdb -2.3134
complex.8483.pdb 5.2151
complex.8484.pdb 0.0877
complex.8485.pdb -4.1967
complex.8486.pdb 4.7043
complex.8487.pdb -5.1867
complex.8488.pdb -1.5578
complex.8489.pdb 2.7725
complex.8490.pdb 5.2460
complex.8491.pdb -6.8298
complex.8492.pdb -3.5465
complex.8493.pdb 2.9602
complex.8494.pdb 3.2064
complex.8495.pdb 1.8638
complex.8496.pdb 0.8983
complex.8497.pdb -3.6235
complex.8498.pdb 1.8907
complex.8499.pdb -6.1367
complex.8500.pdb -4.5723
complex.8501.pdb -1.7437
complex.8502.pdb -4.6563
complex.8503.pdb 0.0318
complex.8504.pdb -1.5869
complex.8505.pdb -2.6223
complex.8506.pdb -1.2757
complex.8507.pdb -0.6833
complex.8508.pdb -2.3867
complex.8509.pdb -1.9744
complex.8510.pdb -6.9177
complex.8511.pdb -4.3690
complex.8512.pdb 2.6989
complex.8513.pdb -0.9093
complex.8514.pdb -4.5968
complex.8515.pdb -2.8520
complex.8516.pdb 1.9331
complex.8517.pdb -1.9273
complex.8518.pdb -4.9432
complex.8519.pdb 1.8595
complex.8520.pdb -1.4403
complex.8521.pdb -0.6962
complex.8522.pdb 0.1416
complex.8523.pdb -3.2923
complex.8524.pdb -2.1461
complex.8525.pdb -4.1474
complex.8526.pdb 0.5375
complex.8527.pdb 1.3610
complex.8528.pdb 0.2529
complex.8529.pdb 4.6421
complex.8530.pdb -1.3345
complex.8531.pdb 7.3518
complex.8532.pdb 3.2793
complex.8533.pdb -2.0812
complex.8534.pdb 1.1716
complex.8535.pdb -2.3256
complex.8536.pdb 0.8328
complex.8537.pdb -2.3786
complex.8538.pdb 4.8318
complex.8539.pdb -3.6991
complex.8540.pdb -1.5820
complex.8541.pdb 0.4948
complex.8542.pdb 0.4349
complex.8543.pdb -2.7187
complex.8544.pdb -2.4870
complex.8545.pdb -2.6689
complex.8546.pdb -1.1401
complex.8547.pdb -0.0916
complex.8548.pdb -1.5078
complex.8549.pdb -3.5139
complex.8550.pdb -3.4281
complex.8551.pdb 5.1085
complex.8552.pdb -0.3479
complex.8553.pdb -2.7362
complex.8554.pdb -0.5365
complex.8555.pdb 4.2027
